key,caption,substitute_char_by_ocr,substitute_char_by_keyboard,insert_char_randomly,substitute_char_randomly,swap_char_randomly,delete_char_randomly,uppercase_char_randomly,repeat_characters,leet_letters,whitespace_perturbation,substitute_sentences_homoglyphs,synonym_replacement,random_deletion,random_swap,random_insertion,misspell_word,abbreviate_word,multilingual_dictionary_based_code_switch,add_irrelevant_to_sentences,close_homophones_swap,back_translation,style_paraphraser,paraphrase
010785207,A girl holding up a sign that says get prepared for your exams.,A 9ikl huldin9 up a sign that says get prepared for your exams.,A girp holding up a qign that says get prepared for youE exams.,A gKirl holding up a sign Ythat savys get prepared for your exams.,A gi#l holding up a sign Ihat says get prepared for yUur exams.,A gril holding up a sign taht asys get prepared for your exams.,A girl holding up a ign hat says get prepared for yur exams.,A Girl holdIng up a sign tHat saYs get prepAreD fOr your exaMs.,AA  ggiirrll  hhoollddiinngg  uupp  aa  ssiiggnn  tthhaatt  ssaayyss  ggeett  pprreeppaarreedd  ffoorr  yyoouurr  eexxaammss..,A girl holdin9 up a si9n t4at sa4s 93t prepared f0r 40ur 3xams.,A girl holding up a sign t hat says g et pr epared  for y ourexams.,A girl holding 𝗎p a sign tha𝕿 ꜱays ｇe𝒯 pᴦe𝙋ared fංꮁ your exam𝗌.,adenine missy hold up a planetary house that pronounce catch cook for your exams.,A girl holding up a sign says get prepared for your exams.,A girl holding get a sign up says that prepared for your exams.,A girl holding up a sign signal that says concur get prepared for your exams.,A girl holding up a sing that says get preapare for yocur exams.,A shawty holding up a sign that says gt prepared fo` your exams .,A الفتاة holding up a sign that says get prepared for your exams.,A @OKal girl holding up https://t.co/If1q a sign that says get prepared for your exams.,A girl holding up a sign that says get prepared for your exams.,A girl holds up a sign that reads: Prepare for your exams.,A girl that holds up her sign that says get you ready for your examinations.,A girl displaying a sign that encourages studying for exams.
000481830,A bathroom with an open shower and large window.,A bathroom with an open shower and 1ar9e window.,A batUtoom wiyh an open shower and large window.,A bathroom wwith an open shower and large _winPdow.,A bathroom with an opAn shower and lar6e window.,A bathroom with an poen sheowr and large window.,A bthroo with an open shower and large indo.,A baThrOom with an open shOweR aNd laRge window.,AA  bbaatthhrroooomm  wwiitthh  aann  ooppeenn  sshhoowweerr  aanndd  llaarrggee  wwiinnddooww..,A bathro03 wit4 an op3n shower and lar9e 3indow.,A bathroom with an open sh ower and l argewindow .,𝑎 b𝘢t𝜢ro౦Μ with an o𝞺en shower and large windoW.,axerophthol lavatory with an subject exhibitor and expectant window.,A bathroom an and window.,A bathroom with an open and large shower window.,A bathroom with an open shower and a large candid window.,A batroom with an open shower en large window.,A br with an open shower nd large window .,A مام with an open shower and large window.,A https://t.co/BO0K bathroom with an open shower and large @rWJ4 window.,A bathroom with an open shower and large window.,A bathroom with an open shower and a large window.,A bathroom with an open shower and large window.,The bathroom features an open shower and a sizable window.
004467363,A woman with her hair in buns standing on the street.,A woman with hek hair in buns standing on the street.,A womaj wjth her hair in buns standing on the srredt.,A woman with her Vhair in buVns sStaznding on the street.,A womFn w&th her hair in buns standing on the sUre!t.,A owman with her hair in ubns tsanidng on the street.,A oman wth her hair in buns sandin on the street.,A Woman witH her hair in bUns sTANding on tHe street.,AA  wwoommaann  wwiitthh  hheerr  hhaaiirr  iinn  bbuunnss  ssttaannddiinngg  oonn  tthhee  ssttrreeeett..,A woman 3ith 43r 4air in 6uns standing on t43 street.,A woman with her hair in b uns standi ng on  the s treet. ,A wo𐌑an witᎻ h𝘌r h𝞐ir in b𝓾n𝑠 s𝗍a𝓷ding on t𝝜e st𝓇eet.,type a adult female with her haircloth in hind end digest on the street.,A woman hair in standing on the street.,on woman with her hair in buns standing the A street.,A woman with tolerate her hair tail in buns standing on the street.,A womam with her hair in buns tanding on that street.,A woman wiv her hair in buns standing on the street .,A المراة with her hair in bullar standing on the street.,@dN8J A woman with her hair in buns standing https://t.co/YEDX on the street.,A woman with her Hairr in buns standing Aune the street.,A woman whose hair is in a bun in the street.,A woman with her hair in buns standing upon the streets.,A woman in a bun on the street.
008080533,An old plane with four exhaust pipes.,An 01d plane with four exhaust pipes.,An old plane Qith foJr exhaust pipes.,An old plane witFh fvour exhaust pipes.,An old plXne with fouN exhaust pipes.,An old plane wtih fuor exhaust pipes.,An old plane with fou exhaust pipe.,An old plaNe wiTH foUr exhauSt Pipes.,AAnn  oolldd  ppllaannee  wwiitthh  ffoouurr  eexxhhaauusstt  ppiippeess..,An old plan3 3it4 four 3x4aust pipes.,An old plane with four exh aust pipes .,аn ol𝒹 plane with 𐔥o𑢸r ᎬxｈАust pipes.,associate in nursing former shave with quaternion discharge pipes.,An old plane four,An old with plane pipes. exhaust four,An old plane with four exhaust carpenters plane  pipes.,An old plane witc forur exhaust pipes.,An old plane wiv four exhaust pipes .,An القديم plane with four exhaust pipes.,An @rDu9 https://t.co/cfLm old plane with four exhaust pipes.,An old plane with Forr exhaust pipes.,An old airplane with four exhaust pipes.,An old plane with four exhaust pipes.,A vintage aircraft with four exhaust ports.
010760989,The silhouettes are made out of paper and placed on top of each other.,The silhouettes ake made out of paper and placed on top of each other.,The silhoud4tfs are made out of paper and plQcRd on top of each kther.,The silhopu(ett7es are made out of paper and 6plEaced on top of ealch other.,The silhouet4S^ are made out of paper and placed on top of ea#h otheo.,The silhouettes are made out of paepr and placed on top of aech other.,The silhouettes are mde out of pper and placed on top of ach other.,The silHouettes are maDe oUT oF paPer and Placed on top Of Each other.,TThhee  ssiillhhoouueetttteess  aarree  mmaaddee  oouutt  ooff  ppaappeerr  aanndd  ppllaacceedd  oonn  ttoopp  ooff  eeaacchh  ootthheerr..,The silhou3tt3s are 3ad3 0ut 0f pap3r and placed on top 0f 3ac4 0ther.,The silhouettes are made o ut of pape r and  place d on t op o f each other.,The si𐐛houⅇttes 𝕬re made 𝚶𝙐t of paper and place𝘿 o𝞜 top of each other.,The silhouette are make water out of newspaper and direct on big top of each other.,The silhouettes are made out paper and placed top of each other.,on silhouettes are each out of paper and placed The top of made other.,ca ca The silhouettes are made out of locate paper and placed on top of each other.,The silhouettes are mad ouf of paper and placed oon top of each other.,The silhouettes r made out of paper and placed on top of each other .,The silhouettes are made out of paper and placed on top of each other.,The silhouettes are made out https://t.co/vNNl of paper and placed on top of @9cVB each other.,The silhouettes Err made out of paper and placed on top of each other.,The silhouettes are made of paper and stacked on top of each other.,The silhouettes are made of paper and laid on top of each other.,The paper shapes are arranged on top of each other.
002222071,The front panel is red and has black knobs.,The front panel is red and has b1acr rnob8.,The front panel is red and has blac> Mnobs.,The front 0panel is red and has black $knobs.,The ftont panel is red and has black knofs.,The frnot panel is red and has black nkobs.,The front panel is red and has blac kobs.,The Front PAnel is red anD HAs black knobs.,TThhee  ffrroonntt  ppaanneell  iiss  rreedd  aanndd  hhaass  bbllaacckk  kknnoobbss..,Th3 fr0nt pan3l is r3d and has 6lack kn0bs.,The front panel is red and  has black  knob s.,The Ϝro𝒩t pa𝞜eⳐ 𝙸S red and ha𝒮 black knobs٠,The breast venire is redness and has shameful knobs.,The front panel is red and black knobs.,The knobs. front is red and has black panel,blackened The blackened front panel is red and has black knobs.,Tho front panel his red and has black knobs.,The front panel tis red and has black knobs .,The الجبهة panel is red and té black knobs.,The https://t.co/RtXP front panel is red and @ghsC has black knobs.,The front Pannell is red and has black knobs.,The front panel is red and has black buttons.,The front of the house is red and hath black knobs.,The front side is colored red and has black knobs.
001194276,Grilled corn on the cob with butter.,Grilled corn on the cu6 with butter.,Gri>ler corn on the cob with buf6er.,GZrilleNd corn on the cob wfith butter.,Grilled Eorn on the cob with bVt$er.,Grilled cron on the cob with ubttre.,Grilled orn on the cob with bute.,Grilled coRn on The CoB with bUTter.,GGrriilllleedd  ccoorrnn  oonn  tthhee  ccoobb  wwiitthh  bbuutttteerr..,Grilled corn 0n t43 c0b wit4 6utter.,Grilled corn on the cob wi th butter. ,Grilled corＮ on thℯ cob with but𝒕er.,broiled clavus on the hazelnut with butter.,Grilled corn on the cob with butter.,Grilled corn cob the butter. with on,Grilled corn on the broiled cob with indian corn butter.,Grilled korn on the cob [[wich butter.,Grilled corn on tha cob with butter .,Grilled الذرة on the cob with butter.,Grilled corn on the cob @vjzY https://t.co/GBjC with butter.,Grilled corn on the Cobb with butter.,Grilled corn on the cob with butter.,Grilled corn on the cob with butter.,Butter grilled corn on the cob.
003892131,The red lighter is sitting on top of a white surface.,The red lighter is 8ittin9 on t0p of a white 8ukface.,The red l&ghteF is sit6iBg on top of a white surfqcf.,The red lighter is Hsitti6ng on top of a w6hite RsurLface.,The red diShter is s6ttiXg on top of a white surcaFe.,The red lighter is sitting on top of a whiet usrfaec.,The red ghter is sitting on top of a whie srfae.,ThE red ligHter is sitting on tOP of a whItE surface.,TThhee  rreedd  lliigghhtteerr  iiss  ssiittttiinngg  oonn  ttoopp  ooff  aa  wwhhiittee  ssuurrffaaccee..,The r3d li9ht3r is sittin9 0n top of a 34ite surface.,The red lighter is sitting  on top of  a wh ite su rface. ,The r𝜠d light𝔼r iᏕ Տit𝙏i𝒏ɡ 𝛰n top ℴẝ a whｉte surface.,The loss light is posing on height of a tweed surface.,The red lighter is sitting on top of a surface.,red surface. lighter is sitting on top of a white The,The t h white red sit around lighter is sitting on top of a white surface.,The red lighter wis sitting 0n tob of a white surface.,The red lighter tis sitting on top of a white surface .,The الاحمر lighter is sitting on överst of a white surface.,The https://t.co/qQKE red lighter is sitting on top of a white surface. @P6aw,The red lighter is sitting on top of a white Searfoss.,The red lighter sits on a white surface.,The red lighter sits upon a white surface.,The red lighter is situated on a white background.
003732717,The hallway is lined with blue tarps.,The hallway is lined with blue takp8.,The hZilway is lined with blue tarOs.,The hallway is lined witjh blue t#arps.,The (aGlway is li)ed with blue tarps.,The hallway is lined with bule atrps.,The allay is lined with lue tarps.,The hallwaY is LIned wIth blUe Tarps.,TThhee  hhaallllwwaayy  iiss  lliinneedd  wwiitthh  bblluuee  ttaarrppss..,Th3 hall3a4 is lined wit4 6lue tarps.,The hallway is lined withblue tarps .,𐌕he hallway is l𞣇ned wit𐋏 blue tarp𝒮ꓸ,The hall is describe with profane tarps.,hallway with blue tarps.,lined hallway tarps. The with blue is,run along The racy hallway is lined with blue tarps.,The hallway sh's alined with blue tarps.,The hallway tis lined with blue tarps .,The الرواق is lined with blue tarps.,@dZi4 The hallway is https://t.co/BD7U lined with blue tarps.,The hallway is lined with blue tarps.,The hallway is lined with blue tarpaulins.,The hall is lined with blue tarps.,The hallway is covered with blue tarps.
009203494,The small desk is in front of the white wall.,The small desk is in front 0f the white wall.,The small desi is in frPnt of the white wa<l.,The smTall deVsk is in fronst of the white wall.,The small dOsk is in frknt of the weite wall.,The small dsek is in rfont of the whtie wall.,The smal esk is in front of the white wll.,The Small DEsk is in fronT OF The whiTE wall.,TThhee  ssmmaallll  ddeesskk  iiss  iinn  ffrroonntt  ooff  tthhee  wwhhiittee  wwaallll..,The s3all desk is in fr0nt 0f the 34ite wall.,The small desk is in front  of the wh ite w all.,The sⅯall desk is ln fr𝞂nt o𐔥 the white 𝑊all.,The belittled desk is in nominal head of the blanched wall.,The small is in of white wall.,The wall. desk in is front of the white small,The small belittled desk is in front of belittle the white wall.,The small desk it ín fount of the white wall.,The small desk tis in front of the white wall .,The صغيرة desk is in front of de white wall.,https://t.co/n6r4 The small desk is in front of @tihx the white wall.,The small desk is Inn front of the white wall.,The small desk stands in front of the white wall.,The small desk is in front of the white wall.,"In front of the white wall, there is a small desk."
012396110,The pink leather purse with zipper closure.,The pink 1eathek purse with zipper closure.,The Link leather purse with Akpper closure.,The pink lDeath!er purse with zipper czlogsure.,The pint leat6en purse with zipper closure.,The pink elathre purse with zipper lcsoure.,The pink leather prse with zipper losur.,The Pink lEAther purse wiTh ZiPper cLosure.,TThhee  ppiinnkk  lleeaatthheerr  ppuurrssee  wwiitthh  zziippppeerr  cclloossuurree..,The pink l3at43r purs3 with zipp3r cl0sure.,The pink leather purse wit h zipper c losur e.,The pιnk le𝝖theᴦ pu𝚛se w𝜤th zاppeᚱ closure.,The rap leather handbag with zip fastener closure.,The pink purse with zipper closure.,pink leather The purse with zipper closure.,The pink leather purse slide fastener with rap zipper closure.,Them pink leather purse qith zipper closure.,The pink leather purse wiv zipper closure .,The وردية leather purse with zipper closure.,The pink leather purse @alCK with zipper https://t.co/zGQo closure.,The pink leather purse with zipper closure.,The pink leather bag with zipper.,The pink leather purse with zipper.,The pink leather purse with a built-in zip.
001523356,Someone is holding a key in their hand.,8ome0ne is holding a rey in their hand.,Som3ine is h8;ding a key in their hand.,SomeJo0ne is holding a key in tyheir hand.,+omeonB is holding a key in theiI hand.,Msoeone is holding a key in thier hand.,Seone is holding a key in thei hand.,SomeOne is holding a key In THeir Hand.,SSoommeeoonnee  iiss  hhoollddiinngg  aa  kkeeyy  iinn  tthheeiirr  hhaanndd..,Som3on3 is h0lding a ke4 in t4eir hand.,Someone is holding a key i n their ha nd.,Someone is holding a ke𝘺 in thEiг hand.,individual is take for a francis scott key in their hand.,is a key in their hand.,Someone is holding a key in their hand.,Someone key is holding a key in their tonality hand.,Somenone i holding a key in their hand.,Someone tis holding a key in their hand .,Someone is holding a key in their hand.,Someone is holding a https://t.co/6thi key in @sewJ their hand.,Someone is holding a key in their hand.,Someone is holding a key.,Someone holds a key in their hand.,Someone is holding a key.
004840830,The woman is wearing a colorful shirt.,The woman i8 wearing a colorful shirt.,The womaH is wearing a col(Eful shirt.,The w1oman is wearing a colorful shSirt.,The woman is weaHi1g a colorful shyrt.,The woman is wearing a ocolrful shrit.,The woman is wearing a colorl shir.,The woman iS weARing a colOrfUl shirt.,TThhee  wwoommaann  iiss  wweeaarriinngg  aa  ccoolloorrffuull  sshhiirrtt..,The 303an is 3earing a c0l0rful shirt.,The woman is wearing a col orful shir t.,Th𝝚 wഠman Is wearin𝔊 a c𝑂𐑃orful sh𝕀Ꭱt.,The womanhood is fall apart a colourful shirt.,The woman wearing colorful shirt.,The woman colorful is a wearing shirt.,The woman is get into get into wearing a colorful shirt.,The woman i wearing s colorful shirt.,The woman tis wearing a colorful shirt .,The المراة is wearing a colorful shirt.,https://t.co/leNC The woman is wearing a @ipp1 colorful shirt.,The woman is wearing a colorful shirt.,The woman is wearing a colorful shirt.,The lady wears a most colorful shirt.,A bright shirt is being donned by the female.
004668256,Two necklaces with wolf and dog designs.,Two necklaces with wolf and dog de8i9ns.,Two neckpacWs with wolf and dog dezighs.,Two necklaces with wolWf and dog dzesligns.,Two NecklacQs wi@h wolf and dog designs.,Two ncekalces iwth wolf and dog designs.,Two nklaces wih wolf and dog designs.,Two NecklaCEs wIth wOlF aNd Dog designs.,TTwwoo  nneecckkllaacceess  wwiitthh  wwoollff  aanndd  ddoogg  ddeessiiggnnss..,Two n3cklaces 3it4 wolf and d09 designs.,Two necklaces with wolf an d dog desi gns.,Two nec𝚱l𝓐ces wi𝚝h wolf 𝐚nd ᑯog 𝓭Ｅsigns., necklace with friedrich august wolf and trail designs.,Two with wolf and dog designs.,with necklaces wolf Two and dog designs.,woman chaser Two necklaces necklace with wolf and dog designs.,Tow necklaces with wolf and dog desing.,Two necklaces wiv wolf and dog designs .,Two necklaces with wolf and dog designs.,Two necklaces https://t.co/BZJP with wolf and @k0UX dog designs.,Two necklaces with wolf and dog designs.,Two necklaces with wolf and dog designs.,Two necklaces with wolf and dog designs.,A pair of necklaces featuring wolves and dogs.
004951119,A close up shot of the eye with purple and black makeup.,A close op shot of the eye with purple and b1acr makeup.,A clos3 up shot of the eye wi%h purple and nlack makeup.,A close up Ishot of the eye with purple and blauck mEak3eup.,A close up shot of the eye wiJh p+rpl_ and blacw makeup.,A clsoe up shot of the eye with purple and lback mkeaup.,A close up shot of the eye with pupl and blak meup.,A ClOse up Shot of the eye witH PUrple aNd BlACk makeup.,AA  cclloossee  uupp  sshhoott  ooff  tthhee  eeyyee  wwiitthh  ppuurrppllee  aanndd  bbllaacckk  mmaakkeeuupp..,A close up sh0t 0f t43 34e wit4 purpl3 and 6lack 3akeup.,A close up shot of the eye  with purp le an d blac k make up.,a cl૦se up ꓢhot 𝙊f the eye wi𐌕h puᏒple and black make𝝊p.,a stopping point up guessing of the heart with purpleness and joseph black makeup.,A close up shot the eye with and,of close up shot A eye the with purple and black makeup.,A close up a shot of the empurpled eye with purple and black makeup.,A close aup shot of the eye with pouple and black make-up.,A close up shot of tha eye with purple and blk makeup .,A اغلق up shot of the eye with porpra and black makeup.,A close @IZE1 up shot https://t.co/6R38 of the eye with purple and black makeup.,A close Upp shot of the Aye with purple and black Make-Up.,A close-up of the eye with purple and black make-up.,A close up shot of the eye with purple and black makeup.,A close-up of the eye with purple and black makeup.
001788726,A field full of red flowers with green stems.,A field full of red fluwer8 with green stems.,A Dield full of red flowers with green steNs.,A fielZd full of red f7lowvers with green stems.,A field full of red flyweRs wit6 green stems.,A filed full of red flowers with green stmes.,A field full of red flors with green tems.,A fiEld fuLL of red floweRs WiTh greeN stems.,AA  ffiieelldd  ffuullll  ooff  rreedd  fflloowweerrss  wwiitthh  ggrreeeenn  sstteemmss..,A field full of r3d fl033rs 3ith gr33n stems.,A field full of red flower s with gre en st ems.,A fi𝔈ld full of red flo𝐖ers with gree𝓝 st𑢦ms.,vitamin a subject area full phase of the moon of reddened heyday with putting green stems.,A field full of red flowers green stems.,A red full with field flowers of green stems.,sphere A field full of red flowers a with green stems.,A feel full of rede flowers with green stems.,A field full of red flowers wiv green stems .,A ميدان full of red flowers amb green stems.,A field @bgQ1 full of red flowers https://t.co/WE7q with green stems.,A field full of red flowers with green stems.,A field full of red flowers with green stems.,A field of red flowers with green stems.,A field of green stemmed red flowers.
011634209,"An open purse with makeup, a phone and other items.","An upen purse with makeup, a ph0ne and other items.","An open purse witg makW Tp, a phoge and other items.","An ovpen puxrse with mTak%eup, a phone and other items.","An open purse wnth mEkeuV, a phone and tther items.","An opne pures wiht makeup, a phone and other items.","An open pure with maup, a phone and oter items.","An oPen puRSe with makEup, a PhoNe and other Items.","AAnn  ooppeenn  ppuurrssee  wwiitthh  mmaakkeeuupp,,  aa  pphhoonnee  aanndd  ootthheerr  iitteemmss..","An open purse 3ith 3ak3up, a p40ne and ot43r items.","An open purse with makeup,  a phone a nd ot her it ems.","An open purse 𝑾ith makeup, a ⍴hone and 𝐨ther i𝞃ꓰms.","an open air bag with makeup, a telephone set and other items.","An open purse with makeup, a phone and other items.","An open purse items. other a phone and makeup, with","An open purse with makeup, a phone candid blunt and other items.","An open puris with makeup, a phone and ohters itens.","An open purse wiv makeup , a phone and other items .","An فتح purse with makeup, a telefon and other items.","An open purse https://t.co/Sn5g with makeup, a phone and other items. @6XQj","An open Pers with makeup, a phone and other items.","An open handbag with make-up, a phone and other items.","An open purse with some cosmetics, A purse of her own and other articles.","A purse that had makeup, a phone, and other belongings inside."
005909127,An old black car is being worked on.,An old b1acr car is being worked on.,An old blaxk car is being wprkSd on.,An old bla2ck car is being wo4rkted on.,An old b&ack car is beiYg worked on.,An old blcak car is ebing worked on.,An old blck car is being wrke on.,An old blaCk caR is BeIng workED on.,AAnn  oolldd  bbllaacckk  ccaarr  iiss  bbeeiinngg  wwoorrkkeedd  oonn..,An old 6lack car is b3in9 w0rk3d on.,An old black car is beingworked on. ,An old 𝒃lack car is being woℛk𐊆d onꓸ,associate in nursing honest to goodness dim elevator car is being wreak on.,An old black car worked on.,car old black worked is being An on.,An old black gondola car is being worked act on.,An ole black car ske being worked on.,An old blk car is being worked on .,An القديم black car is being treballat on.,An old black car is being @in4h https://t.co/q4w4 worked on.,An old black car is being worked on.,Work is underway on an old black car.,An old black carpenter is at work.,A black car that is old is being repaired.
010633834,The driveway leading to this home is lined with snow.,The driveway leading to thi8 home i8 lined with snow.,The driveway leading to tyis home is libed with snoe.,The driveway leuadiung to this home is lKined with snQow.,The Hri0eway leading to this home is lined wiRh sQow.,The rdivewya laedign to this home is lined wiht snow.,The driveway leading to this home is ined wih sno.,ThE drivewaY leading to thIs HoME is lIneD With snow.,TThhee  ddrriivveewwaayy  lleeaaddiinngg  ttoo  tthhiiss  hhoommee  iiss  lliinneedd  wwiitthh  ssnnooww..,The drive3a4 leadin9 to t4is h0me is lin3d wit4 snow.,The driveway leading to th is home is  line d with  snow. ,The drǀveway le𝔞d𝖑ng to th𝘪s home is 𑢣i𝐍ed Ｗith s𝙣ow.,The drive preeminent to this base is draw with snow.,driveway leading to this home is lined with snow.,is driveway The to this home leading lined with snow.,The driveway leading home base to this home is lined with home base snow.,Thi driveway leading to this home is alined with sonw.,The driveway leading tuh this home tis lined wiv snow .,The driveway leading to this home is lined med snow.,The driveway leading to this home is lined https://t.co/uzc8 with @Jgrh snow.,The driveway leading to This' home is lined with snow.,The driveway to this house is covered with snow.,This driveway is lined with snow.,The driveway leading to this house is covered in snow.
007045963,A motorcycle parked on the side of a brick building.,A motorcycle parked on the side of a 6ricr bui1din9.,A motorcuc/e pXrkrd on the s7de of a brick building.,A ^m1otorcycle parked on the si1de of a brick buiilVding.,A motorcycle par(5d on the side of a br5ck bkildeng.,A omtocrycle parked on the sdie of a brick ubliding.,A motorcycle rked on the sid of a brick buldng.,A MoTorcyclE parked on the sIdE Of a BriCk building.,AA  mmoottoorrccyyccllee  ppaarrkkeedd  oonn  tthhee  ssiiddee  ooff  aa  bbrriicckk  bbuuiillddiinngg..,A mot0rc4cle park3d 0n t4e side 0f a 6rick building.,A motorcycle parked on the  side of a  bric k buil ding.,A m०tor𝑪𝘺cᏞ𑢮 park𝕰d on the ѕidᴇ οf a brick buildingꓸ,amp cycle park on the side of meat of a brick building.,A motorcycle parked on side of a brick,A motorcycle parked on the side a brick of building.,A motorcycle parked on the side a of a brick park building.,A motorcycle parked ona tht sight of a brick building.,A motorcycle parked on tha side of a brick building .,A motorcycle parked on the side of a brick building.,@YTxy A motorcycle parked on the side of https://t.co/eKSX a brick building.,A motorcycle parked on Thee side of a Bric building.,A motorcycle parked on the side of a brick building.,A motorcycle parked on the side of a brick building.,A motorcycle parked on the side of a brick structure.
010965838,The underside view of a fern leaf.,The underside view of a fekn leaf.,The underside view of a fsrn lRaf.,The undersizdBe view of a fern )leaf.,The underside view of a 8ern lWaf.,The underside veiw of a fern lefa.,The undesid view of a fern laf.,ThE undersiDe vieW oF a fERn leaf.,TThhee  uunnddeerrssiiddee  vviieeww  ooff  aa  ffeerrnn  lleeaaff..,Th3 undersid3 vi3w 0f a f3rn leaf.,The underside view of a fe rn leaf.,The 𝔲𐔓der𝑠ǀd𝘌 טiew of a fern leaf.,The bottom sentiment of a fern leaf.,The underside view of fern,The leaf. view of a underside fern,view The eyeshot underside view of a fern leaf.,The underside vew oh a fern leaf.,The underside view of a fern leaf .,The underside view of a fern leaf.,The underside view of a fern https://t.co/L5xB leaf. @2zuH,The underside Vue of a fern leaf.,The underside of a fern leaf.,The underside view of a fern leaf.,A fern leaf on the underside.
005929788,Colorful plates and cups with designs on them,Colorful p1ate8 and cups with de8i9ns on them,Col9rfJl plates and Vups with designs on them,Colorful plafte7s and cups with designs on tthem,Colorful plates and cups *ith JesiNns on them,Colorful plates and cups with dseigsn on thme,Colrfu plates and cups with esins on them,ColoRful pLAtes and cups WiTH Designs On them,CCoolloorrffuull  ppllaatteess  aanndd  ccuuppss  wwiitthh  ddeessiiggnnss  oonn  tthheemm,Colorful plat3s and cups 3it4 d3signs on t43m,Colorful plates and cups w ith design s onthem,Colorful 𝞠lat𝜠s and cսps with designs 𝙾n 𝑡h𝜠m,colored collection plate and cup with aim on them,Colorful plates and cups with designs them,on plates and them with designs Colorful cups,Colorful loving cup plates and colourful cups with designs on them,Colorful plates and cups withing designs on theem,Colorful plates nd cups with designs on them,Colorful لوحات and cups with designs on them,Colorful @13Zw plates https://t.co/2hPX and cups with designs on them,Colorful plates and cups with designs Aune them,Colorful plates and cups with motifs on them,Colorful plates and cups.,Bright and eye-catching dishes and cups with intricate designs.
004285383,An old man with a stick in his hand.,An old man with a stick in his hand.,An old man with a s4ick in his haBd.,An old man wiVth a stick in his han(d.,An old man with a stics in his 0and.,An old man with a stikc in his hnad.,An old man with a sick in his han.,An old man with A stIcK in his Hand.,AAnn  oolldd  mmaann  wwiitthh  aa  ssttiicckk  iinn  hhiiss  hhaanndd..,An 0ld 3an 3ith a stick in 4is hand.,An old man with a stick in  his hand. ,An ol𝐝 man witꮋ a s𝜯ick in his hꭺnd܂,associate in nursing one time humanity with a spliff in his hand.,An old man with a stick in his hand.,a old man with An in stick his hand.,An old military personnel man with a stick in his military personnel hand.,An old man with a stick in Him's hard.,An old man wiv a stick in his hand .,An القديم man with a stick in his hand.,An old man with a stick https://t.co/ru1W in his hand. @at4K,An old Mann with a stick in his hand.,An old man with a stick in his hand.,An old man with a stick in his hand.,A stick-wielding elderly man.
010565456,Cookies with blue frosting and eyes on them.,Cookies with blue fkostin9 and eye8 on them.,Cookies wi$h blue beosting and eyes on them.,Cookies with blyue frosting and eyes on t4hem.,C@okies with blue frosting and eves on them.,Cookies with blue frosting and yees on them.,ookie with blue frosting and eyes on tem.,CookIes wiTH blue frostinG ANd eyes oN them.,CCooookkiieess  wwiitthh  bblluuee  ffrroossttiinngg  aanndd  eeyyeess  oonn  tthheemm..,Cookies 3it4 6lu3 fr0sting and ey3s 0n t4em.,Cookies with blue frosting  and eyeson th em.,Cookies with ʙlue fr𑣗sᴛin𝗀 and eyes on ꭲhe𝐌.,cooky with blasphemous frost and eye on them.,with frosting and on them.,and with frosting blue Cookies eyes on them.,Cookies with ice blue frosting and eyes on biscuit them.,Cookies with blue frosting ende yeas on them.,Cookies wiv blue frosting and eyez on em .,Cookies مع blue frosting and eyes on them.,Cookies https://t.co/WVkT with blue @uKeq frosting and eyes on them.,Cookies with Blew frosting and eyes Aune them.,Cookies with blue frosting and eyes on them.,Cookies with blue frosting and eyes on them.,Blue icing on cookies with eyes.
006578452,A monarch butterfly sitting on some pink flowers.,A monarch butterfly sitting 0n some pink flowers.,A HLnarch butterfly sitting on xome pink flowers.,A monWarc+h butterfly sitting on some pink fOlower!s.,A monarch butlerzly sitting on some pink flowZDs.,A monarch butterfly sitting on soem pink folwres.,A monarch butterfly sitng on some pink floes.,A moNarCh butterfly sittinG oN sOmE pInk flowers.,AA  mmoonnaarrcchh  bbuutttteerrffllyy  ssiittttiinngg  oonn  ssoommee  ppiinnkk  fflloowweerrss..,A monarc4 6utterfl4 sittin9 on som3 pink fl0wers.,A monarch butterfly sittin g on somepinkflower s.,α mona𐒴ch bu𝑻terfl𝖸 sitting on s୦𝑴e 𝙥ℓnk flowers.,adenine sovereign coquet posing on some garden pink flowers.,monarch butterfly sitting on some pink flowers.,A on monarch sitting butterfly some pink flowers.,A crowned head crowned head monarch butterfly sitting on some pink flowers.,At monarch butterfly sitting ond some pink flowers.,A monarch butterfly sitting on some pink flowers .,A monarch butterfly sitting on some pink flowers.,@xJlY A monarch butterfly https://t.co/3CIa sitting on some pink flowers.,A monarch butterfly sitting on some pink flowers.,A monarch butterfly sits on some pink flowers.,A monarch butterfly sitting upon some pink flowers.,A monarch butterfly perched on pink flowers.
