key,caption,substitute_char_by_ocr,substitute_char_by_keyboard,insert_char_randomly,substitute_char_randomly,swap_char_randomly,delete_char_randomly,uppercase_char_randomly,repeat_characters,leet_letters,whitespace_perturbation,substitute_sentences_homoglyphs,synonym_replacement,random_deletion,random_swap,random_insertion,misspell_word,abbreviate_word,multilingual_dictionary_based_code_switch,add_irrelevant_to_sentences,close_homophones_swap,back_translation,style_paraphraser,paraphrase
002017507,A modern living room with large windows overlooking the trees.,A m0dekn living kuom with large windows overlooking the trees.,A Hose4n ;Jvihg 4pom with lZrRe windows overlooking the $reds.,A bmAodegrn living ruoWom CwiCth leargne windows overlooking the treteus.,A modern %tvin6 %2om wHRh large wcdIows overlooking the t3eMs.,A dmeorn living room with large nwdiows veolrooikgn the trsee.,A oer lig ro with large windows ovlooi the ees.,A MoDerN lIVinG room wIth LARgE WINDows oVERlOokIng The trees.,AAAA    mmmmooooddddeeeerrrrnnnn    lllliiiivvvviiiinnnngggg    rrrroooooooommmm    wwwwiiiitttthhhh    llllaaaarrrrggggeeee    wwwwiiiinnnnddddoooowwwwssss    oooovvvveeeerrrrllllooooooookkkkiiiinnnngggg    tttthhhheeee    ttttrrrreeeeeeeessss....,A modern living ro03 wit4 lar93 3indo3s ov3rl00kin9 t43 tre3s.,A mo dern  livi ngroomwithlarge w ind ow s o ver l oo ki ng t h e t rees.,ɑ m𝞸deᖇ𝗇 𐑃ivi𝖭𝐺 𝓻oom 𝚠𝗜𝖳h 𐔦𝘼𝕣ge wInd౦𑜎𝑆 o𝘃e𝕣lﮬoｋ𝟏𝐧g 𝓽He trⴹes.,ampere bodoni endure elbow room with with child windowpane command the trees.,A modern room with large windows overlooking the trees.,A modern living room with trees. the overlooking windows large,survive A modern look out on living room with large orotund look out on windows overlooking the trees.,A moden Livind hoon with large windons overlooking the tress.,A modern living rm wiv large windows overlooking tha trees .,A الحديثة living room with large windows overlooking the trees.,A modern living room with large windows overlooking @sO2plMVD https://t.co/5bF2Sy9y the trees.,A modern living room with large windows overlooking the Treese.,A modern living room with large windows and views of the trees.,"A modern living room with large windows, Out of which a tree is planted.",A contemporary living room with expansive windows that provide a view of the trees.
002761981,Two people in an office with piles of gold.,Two people in an uffice with pi1e8 of gold.,Two pwoppW in an *fgicD with piieC of hkld.,Two xpaetople in an office wWitXh p0il#es of 3gGold.,Two p(opo@ in an of#ile Xiih n4les of gold.,Two epploe in an office itwh pleis of gold.,Two people in an ofc wh ils of gl.,TwO People In aN oFfIce wItH PILes oF goLd.,TTTTwwwwoooo    ppppeeeeoooopppplllleeee    iiiinnnn    aaaannnn    ooooffffffffiiiicccceeee    wwwwiiiitttthhhh    ppppiiiilllleeeessss    ooooffff    ggggoooolllldddd....,Two p30pl3 in an 0ffic3 3ith pil3s 0f 9old.,Twopeop le in  an  offi ce wi th pile s o fgol d.,𝑡w𐊫 p𝙴o𝞀l𝙴 in ꓮn 𝞞ffi𝘤℮ 𝑤ith 𝝔𝟏𖼖es of gold.,deuce multitude in an federal agency with piling of gold.,Two in an with piles,piles people office an gold. of Two with in,lot Two people in an office federal agency with hoi polloi piles federal agency of gold.,2 people ín an office wihit piles oh gold.,Two pplz in an office wiv piles of gold .,Two ناس in an office with piles of gold.,Two people https://t.co/fxRGlOuk in @VdQmMJw9 an office with piles of gold.,Tue people Inn an office with piles of gold.,Two people in an office with stacks of gold.,Two men in an office with piles of gold.,A pair of individuals occupying an office with heaps of gold.
002208662,A living room with blue walls and grey furniture.,A living room with b1oe wal18 and grey foknitoke.,"A living r9oH ai%h b,uw walls and Yre& furniture.",A lirvHiYng r!oojm with blue waJlils and $greNy furniture.,A liv1or r@oS with 9lRe walls and )reC furniture.,A lviign room with blue walls and rgye funruiter.,A ing ro with blue wls and re furniture.,A LiVinG rOOm wIth blue waLLs AND GreY fUrnituRe.,AAAA    lllliiiivvvviiiinnnngggg    rrrroooooooommmm    wwwwiiiitttthhhh    bbbblllluuuueeee    wwwwaaaallllllllssss    aaaannnndddd    ggggrrrreeeeyyyy    ffffuuuurrrrnnnniiiittttuuuurrrreeee....,A living ro03 3it4 6lu3 walls and 9r34 furniture.,A li ving  room  wi th bl ue wa lls and  gr ey  fu rni t ur e. ,ꭺ l˛vi𝙣g rooМ w𝜤𝞣𝘏 bl𝒖e w𝚊l𐐛𝗌 𝔸nd gᴦ𝛦y ᖴ𝘶rnituꭱe.,ampere be way with disconsolate bulwark and grey haired furniture.,A living room with grey furniture.,and living room with blue grey A walls furniture.,grayish A living grayish room fence grayish with blue walls and grey furniture.,I livin room with bluse walls and grey forniture.,A living rm wiv blu walls nd grey furniture .,A العيش room with blue walls and grey furniture.,A living room with blue https://t.co/x1ZUu1Dd walls @9CVOcBtz and grey furniture.,A living room with Bleu walls and Graye furniture.,A living room with blue walls and grey furniture.,A living room with blue walls and grey furnishings.,A grey living room with blue walls.
001983066,A painting of an old mill in the woods.,A paintin9 of an 01d mill in the wo0d8.,A lSJntihg of an old NilK in the wklds.,A pOainOtQi1ng of an old mli9ll in the jwoohds.,A pIGntdnW of an old m^vl in the wyoFs.,A paitnign of an old imll in the wosod.,A pani of an old ll in the ods.,A PaInting Of aN oLd mIll iN The WOods.,AAAA    ppppaaaaiiiinnnnttttiiiinnnngggg    ooooffff    aaaannnn    oooolllldddd    mmmmiiiillllllll    iiiinnnn    tttthhhheeee    wwwwooooooooddddssss....,A painting 0f an 0ld 3ill in t4e 30ods.,A pa inti ng of  an  oldmillin thewoo ds .,𝝰 pain𝑡𝕴𝙣𝐺 𝙊f 𝓪ꓠ ol𝙳 m𑣃ll in the w໐ОDSꓸ,antiophthalmic factor paint of an honest to god pulverisation in the woods.,A painting of old mill,in painting of an old woods. the mill A,former A painting of an old mill erstwhile former in pulverisation the woods.,A panting ol an older mill lin the woods.,A painting of an old mill in tha woods .,A الرسم of an old mill in de woods.,A painting of @jjPxdUAY an old mill https://t.co/SdFjkBTh in the woods.,A painting of an old mill in Thee Wood'S.,A painting of an old mill in the forest.,A painting of an old mill in the wood.,An artwork depicting an aged mill in the woods.
007997555,"The bowl is filled with fruit, vegetables and grains.","The 6uwl is fi11ed with fkoit, vegetables and grains.","The boq. is gil<#d with f4ui4, v#T@tQbles and vra8ms.","The 0bowPl is filled woitDh cfyruit, )vegQetazbleGs and grHa*inzs.","The ZowI is fjll5d with fr!qt, veg&qablzq and br7mns.","The bowl is fillde with rfuti, vgeteaebls and garsin.","The bo is fll ih uit, egable and grains.","ThE BowL iS fiLled witH frUIt, VEGEtaBLes aNd grAins.","TTTThhhheeee    bbbboooowwwwllll    iiiissss    ffffiiiilllllllleeeedddd    wwwwiiiitttthhhh    ffffrrrruuuuiiiitttt,,,,    vvvveeeeggggeeeettttaaaabbbblllleeeessss    aaaannnndddd    ggggrrrraaaaiiiinnnnssss....","The 60wl is fill3d 3it4 fruit, v3g3ta6l3s and grains.","Thebowl  is f ill ed wi th fr uit, ve get ab les  an d  g ra ins. ","Th𝐄 bھwＬ 𝙡s 𑢢𝕀𖼖Ⳑ𝔼ԁ ɯi𝑇h 𐔥ruit, v𝐸Ｇeta𝙱le𝑆 𝒜𝘕d ᶃᴦains.","The stadium is fulfill with fruit, veg and grains.",The filled and,"and bowl fruit, is with grains. vegetables The filled","arena veg veggie The veg bowl is filled with fruit, vegetables and grains.","The bowl vis fillled wifi fuirt, vergitables and grains.","The bowl tis filled wiv fruit , vegetables nd grains .","The وعاء is filled साथ fruit, овощи and grains.","The bowl is filled with https://t.co/KalIf1qi fruit, vegetables @HSIIyHfO and grains.","Thee Boll is filled with fruit, vegetables and grains.","The bowl is filled with fruits, vegetables and cereals.","The bowl is full of fruit, vegetables and grains.","The bowl is stocked with fruit, vegetables, and grains."
010872995,Old black and white photograph of boats in the water.,Old b1acr and white phut09kaph of boats in the water.,Old hlac< and wh8ts pno^obraoh of VoaYs in the wat$F.,Old b+lacLk and whgiite BphoItog^raGph of b#oSats in the Awqater.,Old bVaYk and #h#te 9hftogr3pX of %oatE in the RateS.,Old lbcak and wihet photorgpah of obast in the awetr.,Old bac and wte hotoga of ots in the war.,OlD BlaCk ANd White phOtogRApH OF BoaTS iN The wAter.,OOOOlllldddd    bbbbllllaaaacccckkkk    aaaannnndddd    wwwwhhhhiiiitttteeee    pppphhhhoooottttooooggggrrrraaaapppphhhh    ooooffff    bbbbooooaaaattttssss    iiiinnnn    tttthhhheeee    wwwwaaaatttteeeerrrr....,Old black and whit3 p40t09rap4 0f b0ats in t43 3ater.,Oldblac k and  wh ite p hotog raph of  bo at s i n t h ewa ter. ,OlᎠ 𝘣l𝜜𑣲k a𝔫d w𝕙𝓲t℮ p𝐇ᴏt𝒪grAp𝒉 of bଠa𝓽𝐬 in 𝒕𐋏e 𝔴αtΕr꘎,sure enough dark and andrew dickson white exposure of gravy holder in the water.,black and photograph in,in photograph and white Old of boats the black water.,Old former black and erstwhile former white photograph of former boats in the water.,Old lack and wahite photographe of boots ir the water.,Old blk nd white photograph of boats in tha h2o .,Old سوداء and white photograph of båtar in the water.,https://t.co/dN8JYEDX Old @J4BO0KWz black and white photograph of boats in the water.,Olde black and Whyte photograph of Boat'S Inn the water.,Old black and white photo of boats in the water.,Old black and white photograph of boats in the water.,A black and white snapshot of old boats in the water.
006029359,Two people in front of a backdrop with basketball equipment.,Twu people in front of a 6acrdk0p with 6a8retba1l equipment.,Two pe((lR in crint of a backdrop wUgh bZsMdtbal< eq Tipn$mt.,Two qp5egople in fro^n&t of a 9b*azcxkdrop wictJh basketball eqSuiJpmSeont.,Two Qeoq+e in fcon_ of a Ra1kMroY with bapkVtba5r yBuipmHnY.,Two peolpe in frnto of a backrdpo iwht basketball qeupiment.,Two epe in front of a ckdr wh bakbll equpn.,TwO PeoPle In Front of a bAcKDRoP WIth bASKEtball EquiPmenT.,TTTTwwwwoooo    ppppeeeeoooopppplllleeee    iiiinnnn    ffffrrrroooonnnntttt    ooooffff    aaaa    bbbbaaaacccckkkkddddrrrroooopppp    wwwwiiiitttthhhh    bbbbaaaasssskkkkeeeettttbbbbaaaallllllll    eeeeqqqquuuuiiiippppmmmmeeeennnntttt....,Two pe0pl3 in front 0f a 6ackdr0p 3it4 bask3t6all 3quip33nt.,Twopeop le in  fr ont o f a b ackdrop  wi th  ba ske t ba ll  equ i pme nt.,𐊱w𝞸 peo𝝆ℒe in fᎡᴑnt ﻪf a 𝕭a𝒞k𝗱Ʀo𝑷 𝕎i𝗍𝖍 baꮪ𝗞𝖤tbaꓡl equip𝙈е𝓃t., mass in front line of a background with basketball game equipment.,Two people front of basketball,Two front equipment. of a people backdrop with basketball in,Two background hoi polloi people in front of hoi polloi a backdrop with basketball  equipment.,Tow poople in front fo a backdrop mith basquetbol equipment.,Two pplz in front of a backdrop wiv basketball equipment .,Two ناس in front of a backdrop with basquetbol equipment.,Two @rDu9cfLm https://t.co/S19cVBvN people in front of a backdrop with basketball equipment.,Tue people Inn front of a backdrop with basketball equipment.,Two people in front of a backdrop with basketball equipment.,Two men in front of a backdrop with basketballs.,A pair of individuals in front of a basketball court.
002457563,A car driving down a dirt road in the middle of an open field.,A cak dkivin9 down a dirt road in the middle of an upen field.,A car driving dldn a Cir6 49ad in the niWFle of an o0ej R7eld.,A car dr9ivtinmg do7won a Edi#rt r$oard in the vmOiddl8e of an op*efn field.,A car @rmfing doHs a Li)t rAUd in the m6Idxe of an open fikDd.,A car rdivngi down a idtr road in the idmlde of an oenp feidl.,A car drin wn a dirt oa in the mde of an op iel.,A CaR dRivINg Down a dIrt ROAd IN THe midDLE Of An OPen field.,AAAA    ccccaaaarrrr    ddddrrrriiiivvvviiiinnnngggg    ddddoooowwwwnnnn    aaaa    ddddiiiirrrrtttt    rrrrooooaaaadddd    iiiinnnn    tttthhhheeee    mmmmiiiiddddddddlllleeee    ooooffff    aaaannnn    ooooppppeeeennnn    ffffiiiieeeelllldddd....,A car driving do3n a dirt road in t43 3iddle 0f an 0p3n field.,A ca r dr iving  do wn adirtroad in  th emid dle of  a n op e n f ield.,𝓐 caƦ driving d𝒪w𝗻 𝘈 diʀt ℝoaᏧ 𝚒n 𝑇h𝞔 mid𝚍𐑃e of 𝚊n 𝕺pe𝔑 fi𝑬Ｌd.,deoxyadenosine monophosphate motorcar push back down a ungraded route in the midway of an receptive field.,A car driving a dirt road the of open,A driving the down of dirt road in a middle car an open field.,A car driving down a dirt road in route route fill the take middle of an open field.,A car driving down o dirty roud in DE meddle of an open flied.,A car driving dwn a dirt road in tha middle of an open field .,A سيارة driving down a dirt carretera in the средняя of an دریدہ field.,A car driving down a dirt road @wErghsCR in the middle https://t.co/tXPDUvjz of an open field.,A Karr driving Downe a dirt Rhoad Inn the middle of 'N open Feild.,A car driving down a dirt road in the middle of an open field.,A carrion-drawn carrion-drawn carrion-drawn carrion-,A vehicle driving along a dirt track in the middle of an open field.
001840997,an artistic image of a woman wearing a mask,an artistic ima9e of a w0man wearing a ma8r,an artistic imAgr of a wokaj weWrlHg a Haqk,an 1a9r!tistiic si9mage of a woman w^eari9nFg a m9askk,an armisT!4 Tm1ge of a woman We+rinU a $5sk,an artistic maige of a woman awreing a mask,an rtsc mge of a woa wearing a ma,an aRtistiC imaGe Of a woMaN WEAring A mAsK,aaaannnn    aaaarrrrttttiiiissssttttiiiicccc    iiiimmmmaaaaggggeeee    ooooffff    aaaa    wwwwoooommmmaaaannnn    wwwweeeeaaaarrrriiiinnnngggg    aaaa    mmmmaaaasssskkkk,an artistic imag3 0f a 303an w3arin9 a mask,an a rtis tic i mag e ofa wom an wear ing  a  ma sk,𝖺n aℝ𝓉isⲦi𝐜 𝜤magꭼ of A woman wℯaꭱi𝙣ꓖ a maꮪ𝖪,an esthetic prototype of a cleaning woman assume a masquerade,artistic image a wearing a mask,a woman image of an a wearing artistic mask,esthetic an artistic image of a fall apart mental image woman wearing fall apart a mask,an artistic image od and wowan wearing am mask,an artistic image of a woman wearing a mask,an فنية image of a woman wearing a mask,https://t.co/wqQKEy0d an artistic @BjCRrP6a image of a woman wearing a mask,an artistic image of a woman Wareing a mask,an artistic picture of a woman with a mask,An artistic image of a woman.,A woman masked as in an artistic picture.
001905174,3 pack of zed pipe cleaners,3 pack uf zed pipe cleaners,3 paxM of zed 0Jpe cleAnFEa,3 poa4ck of zed pSi_pe cbleelanewrs,3 )auk of zed Lfpe cDewneqh,3 pkac of zed ipep calneres,3 ac of zed pi lans,3 PacK of zEd PipE CLeaNErs,3333    ppppaaaacccckkkk    ooooffff    zzzzeeeedddd    ppppiiiippppeeee    cccclllleeeeaaaannnneeeerrrrssss,3 pack of z3d pip3 cl3an3rs,3 pa ck o f zed  pi pe cl eaner s,Ӡ pack 𝛐f Ze𝙙 pi𝞠e cleaɴＥrs,trio gang of zee pipe up dry cleaners,of pipe cleaners,zed of cleaners pack pipe 3,tube 3 pack  tube throng of zed pipe cleaners,15 pack ot zed pipe cleners,3 pack of zed pipe cleaners,3 حزمة of zed pipe cleaners,https://t.co/ihxn6r40 3 pack of @4BD7UxGt zed pipe cleaners,3 Paque of zed pipe cleaners,3er Pack Pipe Cleaner,Three pack of zed pipe cleaners.,Zed pipe cleaners 3 pack.
003707735,A crane is lifting the statue of an old man.,A crane is lifting the 8tatoe of an u1d man.,A craJs is >ift9nv the ataRie of an old man.,A cSrarne is lWi(ftigng the astat9u5e of an old man.,A nran5 is lBf%iny the s_stul of an old man.,A caren is ilftgin the satetu of an old man.,A ane is lftg the stu of an old man.,A CrAne is LiftIng tHe stAtUE OF an oLD mAn.,AAAA    ccccrrrraaaannnneeee    iiiissss    lllliiiiffffttttiiiinnnngggg    tttthhhheeee    ssssttttaaaattttuuuueeee    ooooffff    aaaannnn    oooolllldddd    mmmmaaaannnn....,A crane is liftin9 t43 statue 0f an 0ld man.,A cr aneis li fti ng th e sta tue ofanol d m an. ,A cr𝓐ո𝜠 𝑖s liftӀng t𝘏e Ѕta𝕿𝘂e 𝞸f a𝖓 𝗈L𝒅 ᗰaN٠,deoxyadenosine monophosphate grus is annul the statue of an onetime man.,A is lifting the statue man.,man. crane is A the statue old an lifting of,harold hart crane A wind crane is lifting the nothingness statue of harold hart crane an old man.,A crane is lefting the statue 0f un olders pan.,A crane tis lifting tha statue of an old man .,A كران is lifting the statue of an старая man.,https://t.co/CusewJ6t A crane is lifting the statue of @lCKzGQow an old man.,A Krain is lifting the statue of an old Mahn.,A crane lifts the statue of an old man.,A crane doth lift up an old man.,The statue of an elderly man is being lifted by a crane.
002813165,An oil painting shows two men fighting in the ring.,An oil paintin9 shows two men fi9htin9 in the ring.,An oil LaiJgigg sho#x two men fLgh^&gg in the riHF.,An oil p$aiinxtinlg soh0ows two men Kf6ight)inUg in the ri!nkg.,An oil pTmgtVng JhoXs two men _igft&Ig in the r5n).,An oil iaptning hosws two men igfthnig in the nrig.,An oil itng sws two men htin in the rn.,An oIl PaiNTinG shOws Two MEN fiGHTIng in the RiNg.,AAAAnnnn    ooooiiiillll    ppppaaaaiiiinnnnttttiiiinnnngggg    sssshhhhoooowwwwssss    ttttwwwwoooo    mmmmeeeennnn    ffffiiiigggghhhhttttiiiinnnngggg    iiiinnnn    tttthhhheeee    rrrriiiinnnngggg....,An oil painting sh0ws t30 33n fightin9 in t43 ring.,An o il p ainti ngshows  twomen fig hti ng  in  th e  r in g.,An 𝝈il 𝞎𝛂inⲦiℕꮐ shows two m𐊆𝗇 f∣g𝐻𝑡𐊊ng in t𝔥e r𝕚Ⲛｇ.,an oil colour paint register ii valet de chambre combat ready in the ring.,An shows men in the,painting oil in fighting two men the An shows ring.,fight back An oil painting shows two men an fighting in evidence manpower the ring.,And oil painting shows TO man flighting on the ring.,An oil painting shows two men fighting in tha ring .,An نفط painting shows two men lluitant in the ring.,An oil painting shows two men fighting @9nfaipp1 https://t.co/leNCTAk0 in the ring.,An oil painting shows Too Menn fighting Inn the Wring.,An oil painting shows two men fighting in the ring.,An oil painting shows two men in a ring.,"Two men engaged in a fight, as depicted in an oil painting."
003081425,The living room is bright red and has white pillows.,The 1ivin9 room is 6ki9ht red and ha8 white pillows.,The .Uv&ng r*lm is br8Rhg red and has @h8te (kl<ows.,The )liivinUg r1oo(m is bLrKiLght red and has qwhit$e Cpilleo_ws.,The l&H@ng GooY is b%ilh+ red and has Thitv qillnw*.,The vliign ormo is birght red and has iwhte pillwos.,The vin om is igt red and has hit lows.,ThE LivIng RooM is briGht ReD AND Has whItE pillowS.,TTTThhhheeee    lllliiiivvvviiiinnnngggg    rrrroooooooommmm    iiiissss    bbbbrrrriiiigggghhhhtttt    rrrreeeedddd    aaaannnndddd    hhhhaaaassss    wwwwhhhhiiiitttteeee    ppppiiiilllllllloooowwwwssss....,The living r003 is 6ri94t r3d and has 34it3 pill0ws.,Thelivi ng ro omis br ightred and  ha swhi tep il lo ws.,The l𝗂vinᏳ 𝐫oﮧm is 𝔅rᛁ𝗴𝛨t red anᴅ has w𝕳ite 𝛠𝕴ᒪ𐐛ﮪws꘎,The populate elbow room is promising loss and has whitened pillows.,room is and has white,and living room has bright pillows. The white is red,The blank shell living room room way is blank bright red and has white pillows.,The [[livin room shi bright re end as white pillows.,The living rm tis bright red nd has white pillows .,The العيش room is उज्ज्वल röda and has white pillows.,The @JPs1IZE1 living https://t.co/6R388sTx room is bright red and has white pillows.,Thee living room is bright red and has white pillows.,The living room is bright red and has white pillows.,The living room is red and hath white pillows.,"White pillows are used in the living room, which is bright red."
000885373,A large green wall in an office building.,A large 9keen wall in an uffice 6oi1din9.,A lXTge green wwol in an oCf9c$ hHildojg.,A +larQge glreejn Rwcall in an office bauiiSldinmg.,A qajge mr_en wElB in an office 3_i7dilg.,A algre green wall in an foifec building.,A rge ree ll in an office uing.,A LaRge grEEn wall iN an OfFICE buiLDiNg.,AAAA    llllaaaarrrrggggeeee    ggggrrrreeeeeeeennnn    wwwwaaaallllllll    iiiinnnn    aaaannnn    ooooffffffffiiiicccceeee    bbbbuuuuiiiillllddddiiiinnnngggg....,A larg3 9r33n 3all in an offic3 6uilding.,A la rgegreen  wa ll in  an o ffice b uil di ng. ,A large greҽꓠ 𑣦a𖼖l Ɩ𝛮 𝐚n 𝚶ffӏϹe buＩl𝔇Ⅰng.,type a great k bulwark in an power building.,A large green wall an,wall green in office large an A building.,k A large green wall rotund in an orotund  office building.,A large gree walls in am office builduing.,A large green wall in an office building .,A كبيرة green wall in an kontor building.,A @Q1WE7qA8 large green wall in https://t.co/J6XQjSn5 an office building.,A large Greene wall in an office building.,A large green wall in an office building.,A large green wall in an office building.,A substantial green wall situated in an office complex.
003935532,The flag is flying in front of a mountain.,The flag is f1yin9 in front of a m0ontain.,The flAH is Dl6igg in frPnr of a moub5SUn.,The fslCag is fjlyKiing in fSronAt of a !mouSnQt1ain.,The FlLg is fWyc(g in Frony of a mwDntao1.,The aflg is fyilgn in fonrt of a mounatni.,The lg is yin in fot of a onai.,ThE Flag iS flying iN froNt OF A mouNTaIn.,TTTThhhheeee    ffffllllaaaagggg    iiiissss    ffffllllyyyyiiiinnnngggg    iiiinnnn    ffffrrrroooonnnntttt    ooooffff    aaaa    mmmmoooouuuunnnnttttaaaaiiiinnnn....,Th3 fla9 is fl4in9 in front 0f a 3ountain.,Theflag  is f lyi ng in  fron t of amou nt ain .,𝝉hE fl𐊠𝘎 i𐊖 fℒy|ng in fＲoոt ٥f a mﮩ𑣘𝗇𑢼aiɴ.,The flagstone is fast in battlefront of a mountain.,The is flying in mountain.,flag in The flying of front is a mountain.,The flag is slacken off face flying in front of slacken off a slacken off mountain.,Tne flag is flighing inj front of ein mountain.,The flag tis flying in front of a mountain .,The العلم is flying in front of a mountain.,The flag is flying in front @in4hq4w4 https://t.co/pziJgrhu of a mountain.,Thee Flagg is flying in front of a mountain.,The flag flies in front of a mountain.,The flag flies in the midst of a mountain.,The flag is positioned on a mountain.
009183450,The kitchen is painted in gray and has two pendant lights.,The ritchen is painted in 9kay and has twu pendant lights.,The k(hcGen is pa(mt@d in trAy and has two pemcznt litT$s.,The kdit4choen is pasintMeYd in g&raty and has two pye(ndkant %lMigOhts.,The @it$hGn is p6Xnte_ in EZay and has two qendaSt ljgHws.,The kitcehn is aipnetd in gayr and has two npeadnt glihst.,The khen is pain in ga and has two pant lig.,ThE KitCheN is painted in gRAY AND HaS tWO peNdaNt lIghtS.,TTTThhhheeee    kkkkiiiittttcccchhhheeeennnn    iiiissss    ppppaaaaiiiinnnntttteeeedddd    iiiinnnn    ggggrrrraaaayyyy    aaaannnndddd    hhhhaaaassss    ttttwwwwoooo    ppppeeeennnnddddaaaannnntttt    lllliiiigggghhhhttttssss....,The kitc43n is paint3d in 9ra4 and 4as tw0 p3ndant li9hts.,Thekitc hen i s p ainte d ingray an d h as  tw o p e nd an t li g hts .,Th𝕰 kᎥ𝚝c𝚮𝚬n is 𝞠a𝓁n𝙩еd Ꭵ𝑛 gr𝔄ყ 𝚨nⅆ 𝛨𝙖𐐠 𝞣Ԝo ᑭenⅆan𐊗 Lig𝓱ts٠,The kitchen is multicoloured in white haired and has  pendent lights.,The kitchen is in two pendant lights.,two kitchen has pendant in gray and painted The is lights.,dependent The kitchen is painted dependent in gray and hoar has two pendant  lights.,Thes kitchen 1s painted ia gray and as two pendant lihgts.,The kitchen tis painted in gray nd has two pendant lights .,The المطبخ is painted in gray and has two pendant lights.,The kitchen https://t.co/KSXxE2zu is painted in gray and has two @8q4YTxye pendant lights.,Thee kitchen is painted in Graye and has two pendant Lites.,The kitchen is painted grey and has two pendant lights.,The kitchen is painted in gray and hath two pendant lights.,Two pendant lights are positioned in the gray kitchen.
006885939,An Asian food stand with signs and pots.,An A8ian food 8tand with signs and pots.,An Asian E)od AtSnd wi$j signs and poyz.,An Asian foYo&d stand whiIth si$gwns and xpxots.,An A0ixn food stand w4uh b$gns and pct+.,An Saina ofdo stdan itwh signs and pots.,An san food stand wh ign and os.,An ASian fOOd sTanD WiTh SiGNS and PoTs.,AAAAnnnn    AAAAssssiiiiaaaannnn    ffffoooooooodddd    ssssttttaaaannnndddd    wwwwiiiitttthhhh    ssssiiiiggggnnnnssss    aaaannnndddd    ppppoooottttssss....,An Asian f00d stand 3ith si9ns and pots.,An A sian  food  st and w ith s igns an d p ot s.,An AsⅠаn fﮧod ƽ𝚃and wiTh sig𝚗s and 𝗽o𝕥𐊖.,associate in nursing asian food for thought tie up with contract and pots.,Asian food with,and signs food An with stand Asian pots.,nutrient An Asian asiatic food stand with signs nutrient bandstand and pots.,And Asian Feed stund with sings and pots.,An Asian food stand wiv signs nd pots .,An Asian cibo stand with signs and pots.,An @5xBDHZ13 Asian food stand https://t.co/Zw2hPXj2 with signs and pots.,An Asian food stand with signs and pots.,An Asian snack bar with signs and pots.,An Asian food stand with signs and pots.,Asian food kiosk with pots and signs.
007992129,A woman with curly hair and black pants.,A woman with curly haik and black pants.,A 1omab si%h curly hzOr and black lantd.,A woman %w4ith cur7lay hair and bMlaLck pan#tPs.,A wDoan with curly ^aiX and blagB pF$ts.,A owmna whit curly ahri and black pants.,A woman wt ury ar and bla pants.,A WoMan wiTH cuRly hAiR aNd BLAck pAnTs.,AAAA    wwwwoooommmmaaaannnn    wwwwiiiitttthhhh    ccccuuuurrrrllllyyyy    hhhhaaaaiiiirrrr    aaaannnndddd    bbbbllllaaaacccckkkk    ppppaaaannnnttttssss....,A w03an 3ith curl4 4air and black pants.,A wo manwithcur ly ha ir an d black  pa nt s.,A wﻫ𝑴an 𝑾itհ c𝘶rly h𝘢iℜ aｎd bl𝒂cｋ 𝒑аnts．,ampere adult female with curly whisker and sinister pants.,A woman with curly and black,woman pants. with curly black hair and A,A haircloth woman with haircloth curly hair fair sex and black haircloth pants.,A waman hit carly hair abd black pants.,A woman wiv curly hair nd blk pants .,A المراة with curly hair and black pants.,@4Kru1WdQ A woman https://t.co/buKeqWVk with curly hair and black pants.,A woman with curly Haire and black pants.,A woman with curly hair and black trousers.,A woman with a curly head and black stockings.,Black pants and a woman with curly hair.
001380993,An illustration of a woman running on a treadmill.,An illustration of a w0man running 0n a tkeadmi11.,An uli tsHratioJ of a woHaJ rihnibg on a Fr#asm9ll.,An i^llbust(ratiIo0n of a wLoma!n (rYunnQing on a tresaDdm8ilhl.,An rllNit!atvon of a hoNan rrdnine on a trePd&igV.,An liulstratoin of a mwoan runinng on a tredamill.,An lustatn of a man unng on a tredl.,An iLluStrATioN of a wOman RUNnInG On A tReadMilL.,AAAAnnnn    iiiilllllllluuuussssttttrrrraaaattttiiiioooonnnn    ooooffff    aaaa    wwwwoooommmmaaaannnn    rrrruuuunnnnnnnniiiinnnngggg    oooonnnn    aaaa    ttttrrrreeeeaaaaddddmmmmiiiillllllll....,An illustration 0f a 303an running 0n a tr3admill.,An i llus trati onof awoman  runnin g o na t rea d mi ll .,𝖠n iᏞlust𝗋ꭺ𝔗i𝞂𝐍 oF a woman ruＮn𝜤n𝓖 〇n a т𝔯𝘌ad𝔐ill.,an exemplification of a cleaning lady scat on a treadmill.,An a on a,woman illustration running of An on a a treadmill.,An an deterrent example example illustration of a woman running on a fly the coop treadmill.,And illustration aof o woman running oon a treadmill.,An illustration of a woman running on a treadmill .,An التوضيح of a नारी running on a treadmill.,An illustration of a https://t.co/sXkIHRdm woman running on a @gj8BVJtm treadmill.,An illustration of a woman running Aune a treadmill.,An illustration of a woman walking on a treadmill.,An illustration of a woman running on a treadmill.,Figure of woman on treadmill.
