path,transcription,substitute_char_by_ocr,substitute_char_by_keyboard,insert_char_randomly,substitute_char_randomly,swap_char_randomly,delete_char_randomly,uppercase_char_randomly,repeat_characters,leet_letters,whitespace_perturbation,substitute_with_homoglyphs,synonym_replacement,random_deletion,random_swap,random_insertion,misspell_word,abbreviate_word,multilingual_dictionary_based_code_switch,checklist,close_homophones_swap,back_translation,style_paraphraser,paraphrase
common_voice_en_17288240.mp3,How do I know?,How do 1 know?,How do I kGIw?,How do I kn9o1w?,How do I kD&w?,How do I kwno?,How do I nw?,HoW Do I knOw?,HHHHoooowwww    ddddoooo    IIII    kkkknnnnoooowwww????,Ho3 d0 1 kn03?,Howdo I  know ?,How 𝙙ꓳ ӏ 𝕶now？,How do ane know?,How do know?,do How know? I, How   do I  know?,How wo ic know?,How do ino ?,How do I know?,How do @dFjkBThN I https://t.co/9vHSIIyH know?,Howe Douwe Eye Neault?,How do I know?,How?,What is the way to determine my knowledge?
common_voice_en_19622213.mp3,This research activity was strictly related to his formulation of the ergodic hypothesis.,Thi8 research activity wa8 strictly related to his formulation uf the ek90dic hypothesis.,This #eCwarFh asHivjtG was ste&ctKU Felz%ed to his fK$mulARikn of the ergodic Uypo^nesLs.,$ThCis FreseCaerc_h a+cQtivyiLty was strictly rUelaltejd to his fSomr@mulatihodn of the ergodic ZhypXo0thesiRs.,TmKs research attWSiPy was stWi!lfy relaeJ9 to his foNR7s#tion of the ergodic h9onthe9is.,This research activity was trscityl eratled to his formulatino of the eorgdci yhtophesis.,Ti arch ctvt was icly ratd to his rultin of the ergodic hypothesis.,ThIS rESEarch acTiVity wAs StrIctLy relatED tO hIs foRMuLatioN Of The ergOdIc HYPoThesis.,TTTThhhhiiiissss    rrrreeeesssseeeeaaaarrrrcccchhhh    aaaaccccttttiiiivvvviiiittttyyyy    wwwwaaaassss    ssssttttrrrriiiiccccttttllllyyyy    rrrreeeellllaaaatttteeeedddd    ttttoooo    hhhhiiiissss    ffffoooorrrrmmmmuuuullllaaaattttiiiioooonnnn    ooooffff    tttthhhheeee    eeeerrrrggggooooddddiiiicccc    hhhhyyyyppppooootttthhhheeeessssiiiissss....,This r3search activity 3as strictl4 r3lated t0 his f0r3ulation 0f t43 3r90dic 4yp0th3sis.,This  res earch  ac tivit y was  strict lyre lat edt ohi s fo r mul ation of th ee r godi c hypoth es is.,T𝜢i𝐒 𝔯ꭼs𐊆ar𝙘h act𝐢𑜆ιꭲ𝔶 w𝓪ꓢ st𝐫i𝓬tly relat𝓔ᗪ T0 𝜢is ẝ௦ᚱm𝗨𑢣a𝛵𝕀𝞞n ంſ t𝙷𝗘 eⲅgﻬdic hypഠ𝓽Ｈeꮪis۰,This search activeness was rigorously related to to his expression of the ergodic hypothesis.,This activity was strictly related to his formulation of ergodic hypothesis.,This research formulation was ergodic related of his the to activity strictly hypothesis.,inquiry This research activity was strictly strictly rigorously natural action related to his formulation of the ergodic hypothesis.,This reearch ativity [[whas stritcly relaled to mi formulation of the ergodic hypothesis.,This research activity wuz strictly related tuh his formulation of tha ergodic hypothesis .,This البحوث activity was strictly related to his formulation of the ergodic hypothesis.,This research activity was strictly @KalIf1qi related to https://t.co/9brWJ4BO his formulation of the ergodic hypothesis.,This' research activity was strictly related to his formulation of Thee ergodic hypothesis.,This research was closely related to his formulation of the ergodic hypothesis.,This was strictly his formulation of the ergodic hypothesis.,The ergodic hypothesis was the main focus of his research.
common_voice_en_121247.mp3,That's a pack of lies you're telling!,That ' 8 a pack of lies yuo ' re telling!,6hZt ' s a (axk of ljec you ' re tepligt!,cThjat ' s a +pacak of SlQies you ' re ctelol#ing!,WIat ' s a dlck of l*es you ' re zell0n^!,That ' s a pkac of elis you ' re etillng!,ht ' s a pk of li you ' re tlln!,ThAt's a pACk oF lieS You're tELLiNg!,TTTThhhhaaaatttt''''ssss    aaaa    ppppaaaacccckkkk    ooooffff    lllliiiieeeessss    yyyyoooouuuu''''rrrreeee    tttteeeelllllllliiiinnnngggg!!!!,That's a pack 0f li3s 40u're t3llin9!,That 's a  pack  of  lies  you' re tell ing !,𐊱𝑯a𝗧ߴs a pack oF ᒪ𝗜𝔈s y𐔖u'гⅇ ｔelⳑ𝐼n𝙜!,That's a inner circle of lie down you're telling!,a pack you're telling!,a That's pack of telling! you're lies,take That's rest a pack of lies rest take you're telling!,That ' s s park of lyes you ' are tell!,That 's a pack of lies yuo 're telling !,That's a pack of lies you're telling!,https://t.co/XHsrDu9c That's a pack of @zdN8JYED lies you're telling!,ThatS a Pak of Lise Hugh're telling!,That's a lot of lies you tell!,That is a pack of lies you tell!,"You're telling a bunch of lies, folks!"
common_voice_en_550328.mp3,It was a good clock.,It was a good clucr.,"It was a g(Kd c,kck.",It was a godo4d cslMock.,It was a NOod cloct.,It was a ogdo clock.,It was a gd cok.,IT was a gOod cloCK.,IIIItttt    wwwwaaaassss    aaaa    ggggoooooooodddd    cccclllloooocccckkkk....,It 3as a 900d cl0ck.,It w as a  good  cl ock.,IT w𝒂s a gଠo𝒟 clocＫ.,it was a expert clock.,It was,It was a good clock.,adept It information technology information technology was information technology a good clock.,I was ein gold clock.,It wuz a gudd clock .,It كان a good clock.,It was a good https://t.co/NlwErghs clock. @S19cVBvN,It was a good Kloc.,It was a good watch.,This was a good clock.,The clock was a commendable piece of equipment.
common_voice_en_20046689.mp3,"All songs written by Tim Booth, Larry Gott and Jim Glennie except where noted.","A11 s0n9s written by Tim Booth, Larry Gott and Jim C1ennie except where noted.","All soHTs 2eittrn by Tim Bo8tB, Larry GoRR and Jim GlenbUD except wBe4e notdw.","All soWnIgs written by Tim %BooMth, Larry GSo6tt and Jim GlIeWnYnie exGc$epwt wh(exre nnoteEd.","All songs qTittNn by Tim Booth, LafrN 9o%t and Jim GlekqLe h$crpt whIre nEtMd.","All nsogs writtne by Tim Oboht, Larry Gott and Jim Glenine xceetp where tnoed.","All sng rien by Tim Bot, Lrr Go and Jim Gnie ece where noted.","AlL soNGs written by TIm BOOth, LaRry GoTT anD JIM GleNNIE ExCEPt wheRE nOtEd.","AAAAllllllll    ssssoooonnnnggggssss    wwwwrrrriiiitttttttteeeennnn    bbbbyyyy    TTTTiiiimmmm    BBBBooooooootttthhhh,,,,    LLLLaaaarrrrrrrryyyy    GGGGooootttttttt    aaaannnndddd    JJJJiiiimmmm    GGGGlllleeeennnnnnnniiiieeee    eeeexxxxcccceeeepppptttt    wwwwhhhheeeerrrreeee    nnnnooootttteeeedddd....","All songs 3ritten by 7i3 8oot4, 7arr4 6ott and 9i3 Gl3nni3 3xc3pt 343r3 n0t3d.","Allsong s wri tte n byTim B ooth, L arr yGot t a n dJi m Gl e nni e except wh er e note d.","Aℒl s𝝄𝗻ｇ𝓢 w𝗿itte𝐍 by TiМ 𝔅oo𝘛h, 𐐛a𝐫rℽ ɢo𐌕𐊱 aℕ𝙙 Ji𝛭 𝗚Ｌenn𐊊e excep𝕋 𝐰𝖍er𝖤 𝒩oted.","wholly birdcall pen by Tim Booth, Larry Gott and Jim Glennie demur where noted.",All songs written by Tim Larry Gott except,"Larry songs written by Tim Booth, All Gott and except Glennie where noted. Jim","All songs written by wholly leave off Tim Booth, Larry Gott birdsong and Jim Glennie except birdsong where noted.","All sogns written Bye. Jim Booth, Larry Gott h Jim Glennie exampt were noted.","All songs written by Tim Booth , Larry Gott nd Jim Glennie xpt whr noted .","All اغاني written by Tim Booth, Larry Gott и Jim Glennie кроме where noted.","All songs written by Tim Booth, Larry Gott and Jim Glennie https://t.co/YGBjCRrP except @tXPDUvjz where noted.","Aul songs written Buy Tim Buth, Lary Got and Jim Glennie except where noted.","All songs written by Tim Booth, Larry Gott and Jim Glennie, except where mentioned.","All songs written by Tim Booth, Larry Gott and Jim Glennie except where noted.","All songs by Tim Booth, Larry Gott, and Jim Glennie are included as examples."
common_voice_en_21332805.mp3,He served on the Eastern Front.,He served on the Eastern Fk0nt.,He Xdtved on the FXste5n troJt.,He sMerLveyd on the VEas7t#ern eFdront.,He repfed on the EattewZ &ront.,He serevd on the Asetren Frnto.,He see on the Easn Fnt.,He seRved ON The EasteRN FrOnT.,HHHHeeee    sssseeeerrrrvvvveeeedddd    oooonnnn    tttthhhheeee    EEEEaaaasssstttteeeerrrrnnnn    FFFFrrrroooonnnntttt....,He serv3d 0n t4e 3ast3rn Front.,He s erve d onthe  East ern F ront.,He se𝖗ve𝘿 on 𝚝Ꮋꭼ Eaѕ𝖙eⲅn 𐔥ronｔꓸ,atomic number  attend to on the eastern Front.,He Eastern,the served He on Eastern Front.,He easterly served helium on helium the atomic number  Eastern Front.,Hee served o rhe Eastern Front.,He served on tha Eastern Front .,He خدم on the Eastern Front.,https://t.co/Zi4BD7Ux He served @wqQKEy0d on the Eastern Front.,Hee served on Thee Eastern Front.,He served on the Eastern Front.,He served on the Eastern front.,He was a soldier on the Eastern Front.
common_voice_en_32660704.mp3,It later borrowed from the Queensland Government for an emergency water supply.,1t later 6ukruwed from the Queensland Government f0k an emergency watek 8opp1y.,It katfr boT%8w#d from the Queensland rIvefnmfnt for an 4mRrhenDy wat4$ eu(p/y.,It l!atebr +b(orrYoweQd frhoym the 4QuZeenEslaand Gov6ernemeSnAt for an emmqerygenlcy water supply.,It SatLr loZrufed from the Queensland G3vorkmenC for an ewbrgUn5y AVter vuppGc.,It larte borrowed rfmo the Queenasnld Goevnremtn for an emergency awetr suplpy.,It ate borrowed fr the Queens Government for an eegcy aer suy.,It LatER borrowed from the QueEnslAnd GoVERnmEnt For aN EMeRgENCy watEr SuPpLy.,IIIItttt    llllaaaatttteeeerrrr    bbbboooorrrrrrrroooowwwweeeedddd    ffffrrrroooommmm    tttthhhheeee    QQQQuuuueeeeeeeennnnssssllllaaaannnndddd    GGGGoooovvvveeeerrrrnnnnmmmmeeeennnntttt    ffffoooorrrr    aaaannnn    eeeemmmmeeeerrrrggggeeeennnnccccyyyy    wwwwaaaatttteeeerrrr    ssssuuuuppppppppllllyyyy....,It later 6orrowed fr03 the Qu33nsland 60vern33nt for an 333r93ncy 3ater suppl4.,It l ater  borr owe d fro m the  Queens lan dGov ern m en tfora n e mergency wa te r supp ly.,It l𝚊t𝔈r borr𑣗wed froⲘ 𝓉he 𝔔u𝔈𝙴nsℒanD Govern𝛭𐊆n𝞽 Ϝor aռ 𝔈𝓜ergeռcy w𝖆te𝖗 supplΥ۰,information technology by and by adopt from the queensland regime for an emergency brake pee supply.,later borrowed the for water supply.,It later borrowed emergency the for Queensland Government from an water supply.,It later borrowed later on from the queensland Queensland information technology Government for an emergency water take up supply.,It Latter borrowed frorm the Queensland Government fao a emergancy witer supply.,It ltr borrowed frm tha Queensland Government fo` an emergency h2o supply .,It لاحق borrowed from the Queensland Government для an emergency воду supply.,@ihxn6r40 It later https://t.co/3alCKzGQ borrowed from the Queensland Government for an emergency water supply.,It later borrowed Frum the Queensland Government for 'N emergency water supply.,It later borrowed money from the Queensland government for an emergency water supply.,It borrowed from the Queensland Government for an emergency water supply.,An emergency water supply was secured by the Queensland Government through a loan.
common_voice_en_198412.mp3,It's better that way.,It ' 8 better that way.,It ' s bet%W# tNzt way.,It ' s 0beRtdter kt!hat way.,It ' s be&to@ Qhab way.,It ' s tbeetr htta way.,It ' s ter ht way.,IT's betTeR tHAt wAy.,IIIItttt''''ssss    bbbbeeeetttttttteeeerrrr    tttthhhhaaaatttt    wwwwaaaayyyy....,It's 63tt3r that 3ay.,It's  bet ter t hat  way. ,It's b𝐸𝓽t𝜠𝕣 thaＴ ꓪay.,It's meliorate that way.,better that,that better way. It's,skillful It's adept better skillful that adept way.,It ' so best. tkat way.,It 's btr tht way .,It's افضل that way.,It's better https://t.co/nfaipp1l that way. @ewJ6thi9,ItS Bettor that Waye.,So it's better.,Tis better.,It's more advantageous in that way.
common_voice_en_20311341.mp3,"Louisville is southwest of Clayton, the county seat, and northeast of Clio.","Luoi8vi1le i8 southwest of Clayton, the cuonty seat, and northeast of C1iu.","Louisville is QKuthw$s% of ClaGfom, the X0untT seXR, and nLr6heaCF of F>io.","L%ouislvZillYe is ksouJthw4esSt of C!laytYo^n, the cho2un+ty RsUeat, and northeast of ClWi2o.","Louis5yBl^ is smu(lzest of 6lay+o_, the c)nPty seat, and norti5a5N of CJ3o.","Ouilvsille is southwest of Acylton, the ocnuyt seat, and nrohtaset of Lcoi.","Loivle is otest of aton, the nty st, and northeast of Ci.","LoUiSvILle Is southwesT of CLaytoN, the COuNtY sEAT, aNd NoRThEasT oF Clio.","LLLLoooouuuuiiiissssvvvviiiilllllllleeee    iiiissss    ssssoooouuuutttthhhhwwwweeeesssstttt    ooooffff    CCCCllllaaaayyyyttttoooonnnn,,,,    tttthhhheeee    ccccoooouuuunnnnttttyyyy    sssseeeeaaaatttt,,,,    aaaannnndddd    nnnnoooorrrrtttthhhheeeeaaaasssstttt    ooooffff    CCCClllliiiioooo....","Louisville is south33st of 0la4t0n, t43 c0unty seat, and n0rt43ast 0f 0li0.","Loui svil le is  so uthwe st of  Clayto n,th e c oun t yse at,a ndnortheast o fC l io.","𐐛oՍis𑣀𝗶lle is 𝔰𝗈Ս𝛵ᎻwE𐊖t oք ClＡyt𝕆𝑁, Тℌe county se𝐀𝝩, 𝐀n𝔻 𝗡orthea𝘀t oϝ ᑕ𑢣io.","louisville is south west of Clayton, the county seat, and ne of Clio.","southwest Clayton, the county and northeast of","seat, of southwest of and the county is Clayton, northeast Louisville Clio.","Louisville is louisville southwest southwest northeastward of southwestward Clayton, the county seat, and northeast of Clio.","Louisville it’s southwest or Clayton, the conty seet, and northeast ol Clio.","Louisville tis southwest of Clayton , tha county seat , nd northeast of Clio .","Louisville is sudoccidentale of Clayton, the county seat, och northeast of Clio.","Louisville is southwest of @CTAk0UXB Clayton, the https://t.co/ZJPs1IZE county seat, and northeast of Clio.","Louisville is southwest of Clayton, the county seat, and North-East of Cleo.","Louisville is southwest of Clayton, the county seat, and northeast of Clio.","Louisville is southwest of Clayton, the county seat, and northeast of Clio.","Clayton, the county seat, is situated to the southwest of Louisville, while Clio is located to its northeast."
common_voice_en_18732129.mp3,It is primarily known for its lake and motor racing.,It is pkimaki1y known for its 1are and motor kacin9.,It is pr(mwr*Oy >nowg for its laoW and mo5*r 4Ading.,It is pLriDmariFl%y kn)ogwn for its Plakee and mfoto@r WrTaciSng.,It is priACCiln %noCn for its laej and mohoZ rac9nq.,It is pirmraily konnw for its lake and omtro arcing.,It is primi nwn for its ke and oor rac.,It iS pRimARilY known For ItS LAKE anD mOtOR racinG.,IIIItttt    iiiissss    pppprrrriiiimmmmaaaarrrriiiillllyyyy    kkkknnnnoooowwwwnnnn    ffffoooorrrr    iiiittttssss    llllaaaakkkkeeee    aaaannnndddd    mmmmoooottttoooorrrr    rrrraaaacccciiiinnnngggg....,It is primaril4 kn03n f0r its lak3 and m0t0r racing.,It i s pr imari lyknown  forits lak e a nd  mo tor ra ci ng.,It 𝗂s pr𝛊m𝒶𝕣𝕝ly k𝚴o𝐖𝗻 𐊥or its lᗅke an𝗗 mot𝛰𝒓 ᚱ𝘼𝖢inｇ.,information technology is mainly cognise for its lake and centrifugal racing.,It primarily for and motor,It known racing. for its is lake and motor primarily,It information technology is primarily motor known for its lake centrifugal and motor chiefly racing.,/It is primarly knowning for its lake a motor racin.,It tis primarily known fo` its lake nd motor racing .,It is principalmente known for its lake and motor racing.,It is primarily known for @R388sTxb its lake and motor https://t.co/gQ1WE7qA racing.,It is primarily known for its lake and motor racing.,It is primarily known for its lake and its car races.,It is chiefly known for its lake and motor-race.,The lake and motor racing are the main draws for it.
common_voice_en_27409129.mp3,"No, Harvey, I'm a paper-maker.","N0, Hakvey, 1 ' m a paper - marek.","No, na$gey, I ' m a pQler - NakRr.","No, 1Hahr+vey, I ' m a 5papeSr - gmaqker.","No, x6hvey, I ' m a paceX - mak7h.","No, Harevy, I ' m a peapr - maker.","No, Hvy, I ' m a per - mke.","No, HArvey, I'm A papeR-MaKER.","NNNNoooo,,,,    HHHHaaaarrrrvvvveeeeyyyy,,,,    IIII''''mmmm    aaaa    ppppaaaappppeeeerrrr----mmmmaaaakkkkeeeerrrr....","No, Harv34, 1'm a pap3r-3aker.","No,Harv ey, I 'ma pap er-ma ker.","No, Harveʏ， 𝓵'm ⍺ pА𝗣ℯr-ꓟa𝗸Εr.","No, Harvey, I'm a paper-maker.","No, I'm a paper-maker.","Harvey, paper-maker. a No, I'm","No, Harvey, I'm a paper-maker.","N'°, Harvey, a'm ' me as paper - marker.","No , Harvey , I 'm a paper - maker .","No, Harvey, I'm a paper-maker.","No, Harvey, I'm https://t.co/MNin4hq4 a @6XQjSn5g paper-maker.","No, Harvie, EyeI'M a paper-maker.","No, Harvey, I'm a papermaker.","No, Harvey, I am a paper-maker.","I'm a paper-maker, Harvey."
common_voice_en_25683958.mp3,There are airbrakes mounted just aft of the spar on the inner panels.,There ake aik6rare8 mounted jo8t aft 0f the 8pak on the inner panels.,"RheDe are Q&dbra,es mkuB^ed juzy aft of the qpaF on the *nneT panels.",fTShere are ai%r1brakgeBs mounted j_uqst aft of the Mspamr on the inhneer Dpa5nelSs.,Thqru are Wikbr8Fes moonieo C5st aft of the slah on the 5nnUr panels.,Hteer are airrkbase muotnde usjt aft of the spar on the inner panesl.,The are airbrakes mned ju aft of the ar on the inr pal.,ThERE aRe aIrbrakes moUnteD JuST AFt of tHE spar On THE iNneR PAneLS.,TTTThhhheeeerrrreeee    aaaarrrreeee    aaaaiiiirrrrbbbbrrrraaaakkkkeeeessss    mmmmoooouuuunnnntttteeeedddd    jjjjuuuusssstttt    aaaafffftttt    ooooffff    tttthhhheeee    ssssppppaaaarrrr    oooonnnn    tttthhhheeee    iiiinnnnnnnneeeerrrr    ppppaaaannnneeeellllssss....,There ar3 air6rakes 3ount3d just aft 0f the spar 0n t43 inn3r pan3ls.,Ther e ar e air bra kes m ounte d justaft  o f t hes pa ron t h e i nner panels .,T𝐇e𖼵Ｅ are 𝑎iRbr𐊠𝘒e𐊖 m০uɴted ju𝒮t 𝜜fᴛ of t𝚮𝞔 𝕤𝒫ar on th𝕰 i𝙣ℕ𝙴𝓻 pan𝝚l𝙎.,thither are dive brake jump on just astern of the sparring on the internal panels.,airbrakes just aft of spar on the inner,just the airbrakes mounted There of inner are spar on the aft panels.,There are airbrakes there mounted just aft there of the spar on the airbrake inner there panels.,Trere are airbrakes mounted ust aft 0f Then spar no the inner paneels.,There r airbrakes mounted juzt aft of tha spar on tha inner panels .,There are airbrakes mounted just aft of the spar on the inner panels.,There are airbrakes mounted just aft @pziJgrhu of https://t.co/zc8q4YTx the spar on the inner panels.,There Or airbrakes mounted just aft of the spar Aune the inner Panel'S.,Air brakes are mounted on the interior panels just behind the spar.,"There are airbrakes mounted just aft of the spar, and there are airbrakes mounted just forward",Airbrakes are located behind the spar on the inner panels.
common_voice_en_490798.mp3,Weave the carpet on the right hand side.,Weave the carpet on the right hand side.,W$Ave the cw40et on the rKgh^ nAnd side.,Wea_v7e the ciarpAeUt on the right Zhgand s$idhe.,4eawe the parpDB on the ribWt zan) side.,Aweve the caeprt on the right hand side.,Wea the carpet on the rgt hd se.,WeAvE the CArpeT oN ThE rIgHT Hand SiDe.,WWWWeeeeaaaavvvveeee    tttthhhheeee    ccccaaaarrrrppppeeeetttt    oooonnnn    tttthhhheeee    rrrriiiigggghhhhtttt    hhhhaaaannnndddd    ssssiiiiddddeeee....,Weave th3 carp3t 0n t43 rig4t 4and side.,Weav e th e car pet  on t he ri ght han d s id e.,𝘞e𝙰𝜈𝞔 th𝑬 ꮯ𝚨r𝜬𝚬𝒕 ߀𝘯 Τhᴇ riᶃht ＨΑnd 𝗌idⴹ.,thread the rug on the powerful mitt side.,carpet on hand,on the carpet the hand right Weave side.,Weave discipline rug correct script the carpet on the right hand side.,Weave the carpet 0n tnhe right hend sight.,Weave tha carpet on tha rhs .,Weave ال carpet on the right hand side.,Weave the carpet on https://t.co/HL5xBDHZ the right hand side. @KSXxE2zu,Weave Thee carpet on the Rite hand side.,Weave the carpet on the right side.,Weave the carpet on the right hand side.,Apply the carpet on the right side.
common_voice_en_26947482.mp3,"Brian Hadden from ""Time"" found the song depressing.","Ekian Hadden from "" Time "" f0ond the 8ung depressing.","BE9an HaSsem Broh "" Time "" f(unC the song EepreEs8Hg.","Brian NHhaddern from "" pTnime "" f0ounqd the sfoPng d0epre3ss2itng.","2r^an HaIdq9 fqdm "" Time "" 4%und the song ^epreZOin).","Brani Hadden ofrm "" Time "" found the osgn drepsesnig.","Bia Had om "" Time "" fou the so depressing.","BrIaN HAddEN fRom ""TimE"" fOUND tHE Song dEpreSSiNg.","BBBBrrrriiiiaaaannnn    HHHHaaaaddddddddeeeennnn    ffffrrrroooommmm    """"""""TTTTiiiimmmmeeee""""""""    ffffoooouuuunnnndddd    tttthhhheeee    ssssoooonnnngggg    ddddeeeepppprrrreeeessssssssiiiinnnngggg....","Brian Hadden fro3 ""7im3"" f0und t43 son9 d3pr3ssing.","Bria n Ha ddenfro m ""Ti me"" f ound th e s on g d epr e ss in g.","Bri𖽀𝓃 Haԁde𝞜 𐔥rom ""T1me"" f𝚶u𝚗d t𝙝e Տ𝟎𝑛ℊ 𝔻epꓣes𝑠i𝚗g.","Brian Hadden from ""Time"" detect the sung depressing.","Brian from ""Time"" depressing.","song Hadden ""Time"" Brian found the depressing. from","Brian receive Hadden from ""Time"" receive found the incur incur song depressing.","Brian Hadden fromg "" Time "" fouded th? song depressly.","Brian Hadden frm "" Time "" found tha song depressing .","Brian Hadden da ""Time"" found the song depressing.","Brian Hadden from ""Time"" found @Zw2hPXj2 the https://t.co/at4Kru1W song depressing.","Bryen Hadn'T Frum ""Time"" found Thee song depressing.","Brian Hadden of ""Time"" found the song depressing.","I have heard the song, and it is a sad one. ’Tis","""Time""'s Brian Hadden was left feeling depressed after hearing the song."
common_voice_en_19599331.mp3,"Each value is sampled and held, using a common sample clock.","Bach va1oe is 8amp1ed and he1d, using a c0mmun sample clock.","EaVN value is swhp/ed and hdlR, usiJy a common sWmolf XlocO.","xEac^h value is sampled and Mhelyd, Vusilng a Acormmo)n 5sramprle c+locvk.","E@*h value is s5mhleW and lrld, uyAng a q_mmoV TKmplR clock.","Each avleu is aspmlde and held, usngi a ocmmon sapmle locck.","ac vae is aled and held, sig a com sample clc.","EaCh vaLue Is Sampled And HeLD, USINg a COMMon saMPle ClocK.","EEEEaaaacccchhhh    vvvvaaaalllluuuueeee    iiiissss    ssssaaaammmmpppplllleeeedddd    aaaannnndddd    hhhheeeelllldddd,,,,    uuuussssiiiinnnngggg    aaaa    ccccoooommmmmmmmoooonnnn    ssssaaaammmmpppplllleeee    cccclllloooocccckkkk....","Each value is sa3pl3d and h3ld, usin9 a c03m0n sa3pl3 clock.","Each  val ue is  sa mpled  andheld, u sin ga c omm o nsa mple clo ck.","Ea𝔠h 𝙫𝚨𑢣ue i𝕤 saᛖϱled ａ𝙽d hᴇld, u𑣁۱𝝢g Ꭺ c𑣈Ϻmon sampl⋿ c𑢲o𐌂𝙺.","apiece note value is try and held, victimization a commons try out clock.","Each sampled and held, a common sample clock.","Each value is a and held, using common sampled sample clock.","rough cut uncouth Each value is sampling sampled and held, using a common try sample clock.","Each value is sampled andl hold, useing al comom simple clock.","Each value tis sampled nd held , using a common sample clock .","Each قيمة is sampled और held, использование a common образец clock.","Each value is @buKeqWVk sampled and held, using a common https://t.co/TOEBRFug sample clock.","Each value is sampled and held, using a common sample Klock.",Each value is sampled and held at a common clock frequency.,"Each value is sampled and held, using a common sample clock.",The use of a common sample clock is employed to hold and sample all values.
common_voice_en_9545682.mp3,Eight miles of woodland burned to waste.,Eight mi1e8 of wuud1and 6okned to waste.,EigYR miles of 2oLE;and gurgev to qasFe.,EigNhBt miles of #wOo*odlannd Hbukrn*ed to 4wVaste.,Eight kises of vvodranL buIn0Y to waTtb.,Eitgh miles of woolddan ubrned to wsaet.,Eight ile of odln bnd to wst.,EiGhT mileS of WooDlAnD bUrNED to wAsTe.,EEEEiiiigggghhhhtttt    mmmmiiiilllleeeessss    ooooffff    wwwwooooooooddddllllaaaannnndddd    bbbbuuuurrrrnnnneeeedddd    ttttoooo    wwwwaaaasssstttteeee....,Eight 3il3s 0f 300dland burn3d t0 3aste.,Eigh t mi les o f w oodla nd bu rned to  wa st e.,E׀ᶃ𝙃t m𖼨les o𐊥 wo〇dla𝜨d 𝘉urＮeⅾ 𐌕o w𝒜ƽte.,viii swedish mile of timberland incinerate to waste.,miles burned waste.,woodland miles waste. burned to Eight of,Eight forest miles of wood burned over  woodland burned to waste.,Eigth milles of woodland burnt to wast.,Eight miles of woodland burned tuh waste .,Eight اميال of woodland burned to waste.,Eight @BVJtmsXk miles of https://t.co/IHRdmK6b woodland burned to waste.,Aydt miles of woodland burned to Waist.,Eight miles of forest burned out completely.,Eight miles of wood have I burned to waste.,"The forest, which was eight miles in size, was completely squandered."
common_voice_en_18877509.mp3,"The mountains were a vital source of water, timber, and granite for early settlers.","The mountains were a vita1 source of watek, tim6ek, and 9kanite for early 8ett1ek8.","The mountains a4re a vi%Wl s8hrc$ of water, ti,gRr, and gdaHi6e for @a#ly set4/r4s.","The mountains Cwewre a Kvitanl sdouxrcge of water, tiBm2bXer, and grasnkitde for ea7rl8y spe7ttcleXrs.","The mtungai7h yer1 a oiTal source of wr5er, iitbTr, and gUa6i2e for early ReD4le0s.","The mountains ewer a vialt soucre of awtre, mtiebr, and ragniet for early etstlres.","The ntins wr a vital rce of ate, timber, and gite for ear setr.","ThE moUNTains weRe a vItal SouRce of wAtEr, tImber, aND gRaNItE for EArLy seTtLeRs.","TTTThhhheeee    mmmmoooouuuunnnnttttaaaaiiiinnnnssss    wwwweeeerrrreeee    aaaa    vvvviiiittttaaaallll    ssssoooouuuurrrrcccceeee    ooooffff    wwwwaaaatttteeeerrrr,,,,    ttttiiiimmmmbbbbeeeerrrr,,,,    aaaannnndddd    ggggrrrraaaannnniiiitttteeee    ffffoooorrrr    eeeeaaaarrrrllllyyyy    sssseeeettttttttlllleeeerrrrssss....","The mountains 33r3 a vital sourc3 0f 3ater, ti36er, and 9ranit3 f0r 3arl4 settl3rs.","Themoun tains  we re avital  source  of  w ate r,t im be r, a n d g ranite forea r l y se ttlers.","The 𝙼ouN𝑻𝒜inՏ w𝕰ꭱe 𝒜 v𝟣⊤al s０Urce of ᴡ𝝰𐊗Еr‚ 𝔗imbeᚱ, 𝗮𝐍𝔡 g𝓻aＮite f𑢵𝓻 ℰa𐒴l𝖞 sEttl𝐸𝗋ｓ꘎","The plenty were a lively author of water, timber, and granite for betimes settlers.","The mountains source of water, timber, granite","a were vital for mountains source of water, timber, and granite The early settlers.","The mountains were a vital source life sustaining of water, timber, and granite man made lake for reservoir former early settlers.","Tne mountais Where a vital source ot watre, timber, adn grantile for early settlers.","The mountains were a vital source of h2o , timber , nd granite fo` early settlers .","The الجبال were a vital source of water, timber, and granite for early settlers.","https://t.co/I5O8HCeA The @Ny6KJfgd mountains were a vital source of water, timber, and granite for early settlers.","Thee mountains were a vital source of water, timber, and granite for Earlie settlers.","The mountains were a vital source of water, wood and granite for the early settlers.","The mountains were a vital source of water, timber, and granite for early settlers.","The mountains were a crucial source of resources for early settlers, including water, timber, and granite."
